Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power,Torque,Odometer,Speedometer,Seating_Capacity,Seats_Material,Audiosystem,Basic_Warranty,Child_Safety_Locks,Handbrake
Tata,Nexon,Xma Diesel,"Rs. 9,80,000",1497 cc,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44 litres,Diesel,1607 mm,3994 mm,1811 mm,SUV,5,,,23.97 km/litre,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,195/60 R16,195/60 R16,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5,Fabric,CD/MP3/DVD Player with USB & Aux-in,,Yes,
Tata,Nexon,Xza Plus Diesel,"Rs. 11,60,000",1497 cc,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44 litres,Diesel,1607 mm,3994 mm,1811 mm,SUV,5,,,23.97 km/litre,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,215 / 60 R16,215 / 60 R16,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5,Fabric,CD/MP3/DVD Player with USB & Aux-in,,Yes,
Tata,Nexon,Xza Plus Diesel Dual Tone,"Rs. 11,80,000",1497 cc,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44 litres,Diesel,1607 mm,3994 mm,1811 mm,SUV,5,,,23.97 km/litre,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,215 / 60 R16,215 / 60 R16,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5,Fabric,CD/MP3/DVD Player with USB & Aux-in,,Yes,
Tata,Nexon,Xza Plus (O) Diesel,"Rs. 12,50,000",1497 cc,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44 litres,Diesel,1607 mm,3994 mm,1811 mm,SUV,5,,,23.97 km/litre,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,215 / 60 R16,215 / 60 R16,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5,Fabric,CD/MP3/DVD Player with USB & Aux-in,,Yes,
Tata,Nexon,Xza Plus (O) Diesel Dual Tone,"Rs. 12,70,000",1497 cc,4,FWD (Front Wheel Drive),In-line,BS 6,,Injection,44 litres,Diesel,1607 mm,3994 mm,1811 mm,SUV,5,,,23.97 km/litre,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,215 / 60 R16,215 / 60 R16,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5,Fabric,CD/MP3/DVD Player with USB & Aux-in,,Yes,
Tata,Tigor Ev,Xm+,"Rs. 9,60,868",,,FWD (Front Wheel Drive),,BS VI,,Injection,35 litres,Electric,1537 mm,3992 mm,1677 mm,Sedan,5,,,,,NA,165 mm,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,41.5PS@4500rpm,105Nm@2500RPM,Digital,Yes,5,Fabric,USB & Aux-in,,Yes,Manual
Tata,Tigor Ev,Xt+,"Rs. 9,75,868",,,FWD (Front Wheel Drive),,BS VI,,Injection,35 litres,Electric,1537 mm,3992 mm,1677 mm,Sedan,5,,,,,NA,165 mm,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,41.5PS@4500rpm,105Nm@2500RPM,Digital,Yes,5,Fabric,USB & Aux-in,,Yes,Manual
Tata,Tigor Ev,Xe+,"Rs. 9,44,175",,,FWD (Front Wheel Drive),,BS VI,,Injection,35 litres,Electric,1537 mm,3992 mm,1677 mm,Sedan,5,,,,,NA,165 mm,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,41.5PS@4500rpm,105Nm@2500RPM,Digital,Yes,5,Fabric,Not on offer,,Yes,Manual
Tata,Hexa,Xm Plus 4X2,"Rs. 16,39,374",2179 cc,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1791 mm,4788 mm,1903 mm,SUV,5,14 km/litre,17.6 km/litre,17.6 km/litre,2280 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/70 R16,235/70 R16,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,7,Fabric,CD Player with USB & Aux-in,,Yes,Manual
Tata,Hexa,Xt 4X4,"Rs. 19,29,417",2179 cc,,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1791 mm,4788 mm,1903 mm,SUV,5,14 km/litre,17.6 km/litre,17.6 km/litre,2280 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/55 R19,235/55 R19,156PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,6,Fabric,CD/MP3/DVD Player with USB & Aux-in,,Yes,Manual
Tata,Hexa,Xta 4X2,"Rs. 19,12,593",2179 cc,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1791 mm,4788 mm,1903 mm,SUV,5,14 km/litre,17.6 km/litre,17.6 km/litre,2280 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/55 R19,235/55 R19,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,6,Fabric,CD/MP3/DVD Player with USB & Aux-in,,Yes,Manual
Tata,Hexa,Xt 4X2,"Rs. 17,96,458",2179 cc,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1791 mm,4788 mm,1903 mm,SUV,5,14 km/litre,17.6 km/litre,17.6 km/litre,2280 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/55 R19,235/55 R19,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,6,Fabric,CD/MP3/DVD Player with USB & Aux-in,,Yes,Manual
Tata,Hexa,Xe 4X2,"Rs. 13,71,864",2179 cc,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1791 mm,4788 mm,1903 mm,SUV,5,14 km/litre,17.6 km/litre,17.6 km/litre,2280 kg,5,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/70 R16,235/70 R16,150PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,7,Fabric,CD Player with USB & Aux-in,,Yes,Manual
Tata,Hexa,Xm 4X2,"Rs. 15,31,377",2179 cc,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1791 mm,4788 mm,1903 mm,SUV,5,14 km/litre,17.6 km/litre,17.6 km/litre,2280 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/70 R16,235/70 R16,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,7,Fabric,CD Player with USB & Aux-in,,Yes,Manual
Tata,Hexa,Xma 4X2,"Rs. 16,55,587",2179 cc,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1791 mm,4788 mm,1903 mm,SUV,5,14 km/litre,17.6 km/litre,17.6 km/litre,2280 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/70 R16,235/70 R16,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,7,Fabric,CD/MP3/DVD Player with USB & Aux-in,,Yes,Manual
Tata,Safari Storme,2.2 Lx 4X2,"Rs. 11,09,005",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,63 litres,Diesel,1922 mm,4655 mm,1855 mm,SUV,5,10.8 km/litre,14 km/litre,14 km/litre,2000 kg,5,200 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/70R16,235/70R16,150PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,7,Fabric,,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Tata,Safari Storme,2.2 Ex 4X2,"Rs. 13,35,158",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,63 litres,Diesel,1922 mm,4655 mm,1965 mm,SUV,5,10.8 km/litre,14 km/litre,14 km/litre,2000 kg,5,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/70R16,235/70R16,150PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,7,Fabric,CD Player with USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,"Rs. 14,79,574",2179 cc,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,63 litres,Diesel,1922 mm,4655 mm,1965 mm,SUV,5,10.8 km/litre,13 km/litre,14.1 km/litre,2095 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/70R16,235/70R16,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,7,Fabric,CD Player with USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Tata,Safari Storme,2.2 Vx 4X4 Varicor 400,"Rs. 16,43,829",2179 cc,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,63 litres,Diesel,1922 mm,4655 mm,1965 mm,SUV,5,"13,93 km/litre",,14.1 km/litre,2095 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/70R16,235/70R16,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,7,Fabric,CD Player with USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Tata,Nexon Ev,Xm,"Rs. 13,99,000",,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,,Electric,1607 mm,3994 mm,1811 mm,SUV,5,,,,,,205 mm,Ventilated Disc,Solid Disc,Independent MacPherson Dual path Strut with coil spring,Torsion beam with hydraulic shock absorbers,R16,R16,129PS,245Nm,Digital,Digital,5,Fabric,,8 yrs/1.6L kmBattery Warranty,Yes,Manual
Tata,Nexon Ev,Xz Plus,"Rs. 14,99,000",,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,,Electric,1607 mm,3994 mm,1811 mm,SUV,5,,,,,,205 mm,Ventilated Disc,Solid Disc,Independent MacPherson Dual path Strut with coil spring,Torsion beam with hydraulic shock absorbers,R16,R16,129PS,245Nm,Digital,Digital,5,Fabric,USB & Aux-in,8 yrs/1.6L kmBattery Warranty,Yes,Manual
Tata,Nexon Ev,Xz Plus Lux,"Rs. 15,99,000",,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,,Electric,1607 mm,3994 mm,1811 mm,SUV,5,,,,,,205 mm,Ventilated Disc,Solid Disc,Independent MacPherson Dual path Strut with coil spring,Torsion beam with hydraulic shock absorbers,R16,R16,129PS,245Nm,Digital,Digital,5,Fabric,USB & Aux-in,8 yrs/1.6L kmBattery Warranty,Yes,Manual
Tata,Harrier,Revotorq Xe,"Rs. 13,45,363",1956 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Diesel,1706 mm,4598 mm,1894 mm,SUV,5,,,16.7 km/litre,,6,205 mm,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,235/70 R16,235/70 R16,140PS@3750rpm,350Nm@1750-2500rpm,,Analog,5,Fabric,Not on offer,"2 Years / 75,000 KM (whichever is earlier)",Yes,Manual
Tata,Harrier,Revotorq Xm,"Rs. 14,71,368",1956 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Diesel,1706 mm,4598 mm,1894 mm,SUV,5,,,16.7 km/litre,,6,205 mm,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,235/70 R16,235/70 R16,140PS@3750rpm,350Nm@1750-2500rpm,Yes,Analog,5,Fabric,CD Player with USB & Aux-in,"2 Years / 75,000 KM (whichever is earlier)",Yes,Manual
Tata,Harrier,Revotorq Xt,"Rs. 15,91,368",1956 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Diesel,1706 mm,4598 mm,1894 mm,Hatchback,5,,,16.7 km/litre,1080 kg,6,205 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,"2 Years / 75,000 KM (whichever is earlier)",Yes,Manual
Tata,Harrier,Revotorq Xz,"Rs. 17,21,368",1956 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Diesel,1706 mm,4598 mm,1894 mm,Hatchback,5,,,16.7 km/litre,,6,205 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,"2 Years / 75,000 KM (whichever is earlier)",Yes,Manual
Tata,Harrier,Revotorq Xz Dual Tone,"Rs. 17,32,231",1956 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Diesel,1706 mm,4598 mm,1894 mm,Hatchback,5,,,16.7 km/litre,,6,205 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,"2 Years / 75,000 KM (whichever is earlier)",Yes,Manual
Tata,Harrier,Revotorq Dark Edition,"Rs. 17,30,755",1956 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Diesel,1706 mm,4598 mm,1894 mm,Hatchback,5,,,16.7 km/litre,,6,205 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,"2 Years / 75,000 KM (whichever is earlier)",Yes,Manual
Tata,Tiago Nrg,1.2L Revotron,"Rs. 5,94,993",1199 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1587 mm,3793 mm,1665 mm,Crossover,5,,,23.84 km/litre,1017 kg,5,180 mm,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,175/65 R14,175/65 R14,85PS@6000rpm,114NM@3500rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,"2 Years / 75,000 KM (whichever is earlier)",Yes,Manual
Tata,Tiago Nrg,1.05L Revotorq,"Rs. 6,89,993",1047 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Diesel,1587 mm,3793 mm,1665 mm,Crossover,5,,,27.28 km/litre,1085 kg,5,180 mm,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,175/65 R14,175/65 R14,70PS@4000rpm,140Nm@1800-3000rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,"2 Years / 75,000 KM (whichever is earlier)",Yes,Manual
Tata,Tiago Nrg,1.2L Revotron Amt,"Rs. 6,39,993",1199 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1587 mm,3793 mm,1665 mm,Crossover,5,,,23.84 km/litre,1017 kg,5,180 mm,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,175/65 R14,175/65 R14,85PS@6000rpm,114NM@3500rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,"2 Years / 75,000 KM (whichever is earlier)",Yes,Manual
Tata,Winger,15S,"Rs. 12,05,000",2200 cc,4,FWD (Front Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,60 litres,Diesel,2670 mm,5458 mm,1905 mm,MUV,5,,,,2275 kg,5,180 mm,Solid Disc,Drum,McPherson strut with coil spring,"Double parabolic leaf spring, Hydraulic telescopic","195 R15 LT, 8PR Radial","195 R15 LT, 8PR Radial",73.5kW@4000rpm,190Nm@1250-3500rpm,Analog,Analog,16,Fabric,Not on offer,,Yes,
Toyota,Etios Liva,G,"Rs. 5,20,300",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,15.1 km/litre,17.71 km/litre,18.16 km/litre,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,5,Fabric,Not on offer,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Etios Liva,V,"Rs. 5,81,000",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,15.1 km/litre,18.16 km/litre,18.16 km/litre,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,5,Fabric,Not on offer,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Etios Liva,Gd,"Rs. 6,47,800",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,20.3 km/litre,23.59 km/litre,23.59 km/litre,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,5,Fabric,Not on offer,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Etios Liva,Vx,"Rs. 6,30,000",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,15.1 km/litre,17.71 km/litre,18.16 km/litre,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,5,Fabric,USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Etios Liva,Vxd,"Rs. 7,45,000",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,20.3 km/litre,23.08 km/litre,23.59 km/litre,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,5,Fabric,DVD Player with USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Etios Liva,Vd,"Rs. 7,04,000",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,20.3 km/litre,23.08 km/litre,23.59 km/litre,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Etios Liva,Dual Tone V,"Rs. 5,97,700",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,15.1 km/litre,18.16 km/litre,18.16 km/litre,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,5,Fabric,Not on offer,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Etios Liva,Dual Tone Vd,"Rs. 7,20,700",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,20.3 km/litre,23.08 km/litre,23.59 km/litre,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Etios Liva,Dual Tone Vx,"Rs. 6,41,700",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,15.1 km/litre,17.71 km/litre,18.16 km/litre,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,5,Fabric,USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Etios Liva,Dual Tone Vxd,"Rs. 7,56,700",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,20.3 km/litre,23.08 km/litre,23.59 km/litre,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,5,Fabric,DVD Player with USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Etios Liva,Gx,"Rs. 5,58,400",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,15.1 km/litre,17.71 km/litre,18.16 km/litre,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,5,Fabric,Not on offer,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Etios Liva,Gxd,"Rs. 6,86,000",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,20.3 km/litre,23.59 km/litre,23.59 km/litre,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,5,Fabric,Not on offer,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Etios Liva,Vx Dual Tone Limited Edition,"Rs. 6,62,700",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,15.1 km/litre,17.71 km/litre,18.16 km/litre,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,5,Fabric,USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Etios Liva,Vxd Dual Tone Limited Edition,"Rs. 7,77,700",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,20.3 km/litre,23.08 km/litre,23.59 km/litre,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,5,Fabric,DVD Player with USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Platinum Etios,G,"Rs. 6,27,100",1496 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,"13,6 km/litre",16.3 km/litre,16.78 km/litre,935 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/70R15,175/70R15,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,5,Fabric,Not on offer,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Platinum Etios,V,"Rs. 7,18,600",1496 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,"13,6 km/litre",16.7 km/litre,16.78 km/litre,935 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Platinum Etios,Gd,"Rs. 7,34,700",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,20.32 km/litre,23.59 km/litre,23.59 km/litre,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/70R15,175/70R15,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,5,Fabric,Not on offer,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Toyota,Platinum Etios,Vd,"Rs. 8,28,600",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,20.3 km/litre,23.6 km/litre,23.59 km/litre,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
